51.2133 	EXP 	fixation: autoDraw = True
52.1950 	EXP 	text: autoDraw = True
52.2297 	EXP 	fixation: autoDraw = False
57.5187 	EXP 	New trial (rep=0, index=6): {'reward_today': 27, 'future_reward': 50, 'delay': 21}
57.5276 	DATA 	Keypress: l
57.5319 	EXP 	fixation: autoDraw = False
57.5319 	EXP 	text: autoDraw = False
57.5319 	EXP 	text: height = 0.05
57.5319 	EXP 	text: height = 0.05
57.5319 	EXP 	text: height = 0.05
57.5319 	EXP 	text: text = 'GBP 27 today or GBP 50 after 21 days'
57.5319 	EXP 	fixation: autoDraw = True
58.5299 	EXP 	text: autoDraw = True
58.5447 	EXP 	fixation: autoDraw = False
63.0354 	DATA 	Keypress: l
63.0448 	EXP 	fixation: autoDraw = False
63.0448 	EXP 	text: autoDraw = False
63.0781 	EXP 	window1: mouseVisible = True
